,ZCTA5,STATE,COUNTY
9508,25878,54,81
9509,25879,54,19
9510,25880,54,19
9511,25880,54,81
9512,25882,54,109
9513,25901,54,19
9514,25902,54,55
9515,25902,54,81
9516,25904,54,19
9517,25906,54,81
9518,25907,54,19
9519,25908,54,81
9520,25911,54,81
9521,25913,54,109
9522,25915,54,81
9523,25916,54,109
9524,25917,54,19
9525,25918,54,81
9526,25920,54,81
9527,25921,54,81
9528,25922,54,55
9529,25928,54,109
9530,25932,54,81
9531,25936,54,19
9532,25938,54,19
9533,25942,54,19
9534,25951,54,81
9535,25951,54,89
9536,25958,54,25
9537,25962,54,19
9538,25962,54,25
9539,25969,54,89
9540,25971,54,55
9541,25972,54,25
9542,25976,54,19
9543,25976,54,25
9544,25976,54,89
9545,25977,54,89
9546,25978,54,89
9547,25979,54,55
9548,25979,54,89
9549,25981,54,25
9550,25981,54,67
9551,25984,54,25
9552,25985,54,89
9553,25989,54,81
9554,26003,54,9
9555,26003,54,51
9556,26003,54,69
9557,26030,54,9
9558,26031,54,51
9559,26032,54,9
9560,26033,54,51
9561,26034,54,29
9562,26035,54,9
9563,26036,54,51
9564,26037,54,9
9565,26038,54,51
9566,26039,54,51
9567,26040,54,51
9568,26041,54,51
9569,26047,54,29
9570,26050,54,29
9571,26055,54,51
9572,26055,54,103
9573,26056,54,29
9574,26059,54,69
9575,26060,54,69
9576,26062,54,9
9577,26062,54,29
9578,26070,54,9
9579,26074,54,69
9580,26075,54,9
9581,26101,54,107
9582,26104,54,107
9583,26105,54,107
9584,26133,54,107
9585,26134,54,73
9586,26136,54,13
9587,26137,54,13
9588,26137,54,21
9589,26137,54,85
9590,26138,54,105
9591,26141,54,13
9592,26141,54,105
9593,26142,54,107
9594,26143,54,13
9595,26143,54,35
9596,26143,54,85
9597,26143,54,105
9598,26143,54,107
9599,26146,54,73
9600,26146,54,95
9601,26147,54,13
9602,26148,54,85
9603,26149,54,95
9604,26150,54,107
9605,26151,54,13
9606,26152,54,105
9607,26155,54,51
9608,26155,54,95
9609,26155,54,103
9610,26159,54,95
9611,26159,54,103
9612,26160,54,105
9613,26161,54,85
9614,26161,54,105
9615,26164,54,35
9616,26164,54,107
9617,26167,54,103
9618,26169,54,107
9619,26170,54,73
9620,26170,54,85
9621,26175,54,95
9622,26178,54,85
9623,26180,54,105
9624,26180,54,107
9625,26181,54,107
9626,26184,54,73
9627,26184,54,107
9628,26187,54,107
9629,26201,54,1
9630,26201,54,41
9631,26201,54,97
9632,26202,54,67
9633,26203,54,101
9634,26205,54,67
9635,26206,54,101
9636,26208,54,67
9637,26208,54,101
9638,26209,54,75
9639,26215,54,101
9640,26217,54,101
9641,26218,54,97
9642,26222,54,101
9643,26224,54,83
9644,26224,54,97
9645,26228,54,97
9646,26230,54,83
9647,26234,54,97
9648,26236,54,97
9649,26237,54,97
9650,26238,54,1
9651,26238,54,97
9652,26241,54,83
9653,26250,54,1
9654,26250,54,83
9655,26253,54,83
9656,26254,54,83
9657,26257,54,83
9658,26259,54,83
9659,26260,54,93
9660,26261,54,25
9661,26261,54,67
9662,26263,54,83
9663,26263,54,93
9664,26264,54,75
9665,26266,54,101
9666,26267,54,1
9667,26267,54,83
9668,26267,54,97
9669,26268,54,83
9670,26269,54,93
9671,26270,54,83
9672,26271,54,93
9673,26273,54,83
9674,26275,54,1
9675,26276,54,83
9676,26276,54,93
9677,26278,54,83
9678,26280,54,83
9679,26282,54,83
9680,26283,54,1
9681,26283,54,83
9682,26283,54,93
9683,26285,54,83
9684,26287,54,93
9685,26288,54,101
9686,26291,54,75
9687,26292,54,93
9688,26293,54,83
9689,26294,54,83
9690,26296,54,83
9691,26298,54,101
9692,26301,54,33
9693,26320,54,95
9694,26321,54,41
9695,26323,54,33
9696,26325,54,85
9697,26327,54,85
9698,26330,54,1
9699,26330,54,33
9700,26330,54,91
9701,26335,54,7
9702,26335,54,21
9703,26337,54,85
9704,26338,54,41
9705,26339,54,17
9706,26342,54,21
9707,26343,54,41
9708,26343,54,97
9709,26346,54,73
9710,26346,54,85
9711,26347,54,1
9712,26347,54,91
9713,26348,54,103
9714,26349,54,1
9715,26351,54,21
9716,26354,54,49
9717,26354,54,91
9718,26361,54,33
9719,26362,54,85
9720,26366,54,33
9721,26369,54,33
9722,26372,54,41
9723,26374,54,61
9724,26374,54,77
9725,26374,54,91
9726,26376,54,7
9727,26376,54,41
9728,26377,54,95
9729,26377,54,103
9730,26378,54,33
9731,26378,54,41
9732,26384,54,21
9733,26384,54,41
9734,26385,54,33
9735,26386,54,33
9736,26404,54,33
9737,26405,54,1
9738,26405,54,77
9739,26408,54,33
9740,26410,54,77
9741,26411,54,17
9742,26412,54,7
9743,26412,54,21
9744,26412,54,41
9745,26415,54,17
9746,26415,54,85
9747,26415,54,95
9748,26416,54,1
9749,26419,54,103
9750,26421,54,85
9751,26422,54,33
9752,26424,54,91
9753,26425,54,77
9754,26426,54,17
9755,26426,54,33
9756,26430,54,21
9757,26431,54,33
9758,26431,54,91
9759,26435,54,91
9760,26436,54,17
9761,26437,54,49
9762,26437,54,103
9763,26438,54,33
9764,26440,54,1
9765,26440,54,77
9766,26440,54,91
9767,26443,54,17
9768,26443,54,21
9769,26444,54,77
9770,26447,54,41
9771,26448,54,17
9772,26448,54,33
9773,26448,54,49
9774,26451,54,33
9775,26452,54,41
9776,26456,54,17
9777,26456,54,85
9778,26456,54,95
9779,26501,54,61
9780,26505,54,61
9781,26508,54,61
9782,26519,54,77
9783,26520,54,77
9784,26521,54,61
9785,26525,54,77
9786,26534,54,61
9787,26537,54,77
9788,26541,54,61
9789,26542,54,61
9790,26542,54,77
9791,26543,54,61
9792,26547,54,77
9793,26554,54,33
9794,26554,54,49
9795,26554,54,61
9796,26554,54,91
9797,26559,54,49
9798,26560,54,49
9799,26562,54,61
9800,26562,54,103
9801,26563,54,49
9802,26568,54,33
9803,26570,54,49
9804,26570,54,61
9805,26571,54,49
9806,26572,54,49
9807,26574,54,49
9808,26575,54,103
9809,26576,54,49
9810,26581,54,103
9811,26582,54,33
9812,26582,54,49
9813,26585,54,49
9814,26585,54,103
9815,26586,54,49
9816,26587,54,49
9817,26588,54,49
9818,26588,54,61
9819,26590,54,61
9820,26591,54,33
9821,26591,54,49
9822,26601,54,7
9823,26610,54,67
9824,26610,54,101
9825,26611,54,21
9826,26615,54,7
9827,26617,54,15
9828,26617,54,67
9829,26619,54,7
9830,26621,54,7
9831,26623,54,7
9832,26624,54,7
9833,26627,54,7
9834,26629,54,7
9835,26631,54,7
9836,26636,54,7
9837,26636,54,13
9838,26636,54,21
9839,26638,54,13
9840,26638,54,21
9841,26651,54,67
9842,26656,54,19
9843,26656,54,67
9844,26660,54,67
9845,26662,54,67
9846,26676,54,67
9847,26678,54,67
9848,26679,54,67
9849,26680,54,19
9850,26680,54,25
9851,26680,54,67
9852,26681,54,67
9853,26684,54,67
9854,26690,54,19
9855,26690,54,67
9856,26691,54,67
9857,26691,54,101
9858,26704,54,27
9859,26705,54,77
9860,26707,54,23
9861,26710,54,23
9862,26710,54,27
9863,26710,54,57
9864,26711,54,27
9865,26714,54,27
9866,26716,54,77
9867,26717,54,23
9868,26717,54,57
9869,26719,54,57
9870,26720,54,23
9871,26722,54,27
9872,26726,54,23
9873,26726,54,57
9874,26731,54,23
9875,26739,54,23
9876,26743,54,23
9877,26743,54,57
9878,26750,54,57
9879,26753,54,57
9880,26755,54,27
9881,26755,54,31
9882,26757,54,27
9883,26761,54,27
9884,26763,54,27
9885,26763,54,57
9886,26764,54,77
9887,26767,54,57
9888,26801,54,31
9889,26802,54,71
9890,26804,54,71
9891,26807,54,71
9892,26808,54,27
9893,26810,54,31
9894,26812,54,31
9895,26814,54,71
9896,26815,54,71
9897,26817,54,27
9898,26818,54,31
9899,26823,54,27
9900,26833,54,23
9901,26836,54,31
9902,26845,54,31
9903,26847,54,23
9904,26847,54,71
9905,26851,54,27
9906,26851,54,31
9907,26852,54,27
9908,26852,54,31
9909,26855,54,23
9910,26855,54,71
9911,26865,54,27
9912,26866,54,71
9913,26884,54,71
9914,27006,37,59
9915,27007,37,171
9916,27009,37,67
9917,27009,37,169
9918,27011,37,197
9919,27012,37,57
9920,27012,37,67
9921,27013,37,97
9922,27013,37,159
9923,27014,37,59
9924,27016,37,169
9925,27017,37,171
9926,27018,37,197
9927,27019,37,67
9928,27019,37,169
9929,27020,37,97
9930,27020,37,193
9931,27020,37,197
9932,27021,37,67
9933,27021,37,169
9934,27022,37,169
9935,27023,37,67
9936,27024,37,171
9937,27025,37,157
9938,27025,37,169
9939,27027,37,157
9940,27028,37,59
9941,27028,37,97
9942,27030,37,169
9943,27030,37,171
9944,27040,37,67
9945,27041,37,169
9946,27041,37,171
9947,27042,37,169
9948,27043,37,67
9949,27043,37,169
9950,27043,37,171
9951,27045,37,67
9952,27045,37,169
9953,27046,37,169
9954,27047,37,171
9955,27048,37,157
9956,27050,37,67
9957,27050,37,169
9958,27051,37,67
9959,27052,37,67
9960,27052,37,169
9961,27053,37,169
9962,27053,37,171
9963,27054,37,159
9964,27055,37,59
9965,27055,37,97
9966,27055,37,197
9967,27101,37,67
9968,27103,37,67
9969,27104,37,67
9970,27105,37,67
9971,27106,37,67
9972,27107,37,57
9973,27107,37,67
9974,27109,37,67
9975,27110,37,67
9976,27127,37,57
9977,27127,37,67
9978,27201,37,1
9979,27203,37,151
9980,27205,37,151
9981,27207,37,37
9982,27208,37,37
9983,27208,37,125
9984,27208,37,151
9985,27209,37,123
9986,27209,37,125
9987,27212,37,33
9988,27214,37,81
9989,27214,37,157
9990,27215,37,1
9991,27215,37,81
9992,27217,37,1
9993,27217,37,33
9994,27229,37,123
9995,27231,37,135
9996,27233,37,81
9997,27233,37,151
9998,27235,37,81
9999,27239,37,57
10000,27239,37,151
10001,27242,37,125
10002,27243,37,135
10003,27244,37,1
10004,27244,37,33
10005,27244,37,81
10006,27248,37,151
10007,27249,37,1
10008,27249,37,33
10009,27249,37,81
10010,27249,37,157
10011,27252,37,37
10012,27253,37,1
10013,27258,37,1
10014,27260,37,81
10015,27260,37,151
10016,27262,37,57
10017,27262,37,81
10018,27263,37,81
10019,27263,37,151
10020,27265,37,57
10021,27265,37,67
10022,27265,37,81
10023,27278,37,63
10024,27278,37,135
10025,27281,37,123
10026,27281,37,125
10027,27282,37,81
10028,27283,37,81
10029,27283,37,151
10030,27284,37,57
10031,27284,37,67
10032,27284,37,81
10033,27288,37,157
10034,27291,37,33
10035,27291,37,145
10036,27292,37,57
10037,27292,37,151
10038,27295,37,57
10039,27298,37,1
10040,27298,37,37
10041,27298,37,81
10042,27298,37,151
10043,27299,37,57
10044,27301,37,81
10045,27302,37,1
10046,27302,37,33
10047,27302,37,135
10048,27305,37,33
10049,27305,37,145
10050,27306,37,123
10051,27306,37,153
10052,27310,37,81
10053,27311,37,33
10054,27311,37,157
10055,27312,37,1
10056,27312,37,37
10057,27313,37,81
10058,27313,37,151
10059,27314,37,33
10060,27315,37,33
10061,27316,37,151
10062,27317,37,81
10063,27317,37,151
10064,27320,37,33
10065,27320,37,81
10066,27320,37,157
10067,27325,37,125
10068,27325,37,151
10069,27326,37,33
10070,27326,37,157
10071,27330,37,37
10072,27330,37,85
10073,27330,37,105
10074,27330,37,125
10075,27332,37,85
10076,27332,37,105
10077,27340,37,1
10078,27341,37,123
10079,27341,37,125
10080,27341,37,151
10081,27343,37,33
10082,27343,37,145
10083,27344,37,37
10084,27344,37,151
10085,27349,37,1
10086,27349,37,37
10087,27350,37,151
10088,27355,37,37
10089,27355,37,151
10090,27356,37,123
10091,27356,37,125
10092,27357,37,81
10093,27357,37,157
10094,27357,37,169
10095,27358,37,81
10096,27358,37,157
10097,27360,37,57
10098,27360,37,151
10099,27370,37,151
10100,27371,37,123
10101,27371,37,151
10102,27376,37,125
10103,27377,37,81
10104,27379,37,33
10105,27401,37,81
10106,27403,37,81
10107,27405,37,81
10108,27406,37,81
10109,27407,37,81
10110,27408,37,81
10111,27409,37,81
10112,27410,37,81
10113,27455,37,81
10114,27501,37,85
10115,27501,37,101
10116,27501,37,183
10117,27502,37,37
10118,27502,37,183
10119,27503,37,63
10120,27504,37,85
10121,27504,37,101
10122,27505,37,85
10123,27505,37,105
10124,27507,37,77
10125,27507,37,181
10126,27508,37,69
10127,27509,37,77
10128,27510,37,135
10129,27511,37,183
10130,27513,37,183
10131,27514,37,135
10132,27516,37,37
10133,27516,37,135
10134,27517,37,37
10135,27517,37,63
10136,27517,37,135
10137,27518,37,183
10138,27519,37,37
10139,27519,37,183
10140,27520,37,101
10141,27520,37,183
10142,27521,37,85
10143,27522,37,77
10144,27522,37,183
10145,27523,37,37
10146,27523,37,183
10147,27524,37,101
10148,27524,37,191
10149,27525,37,69
10150,27525,37,77
10151,27526,37,85
10152,27526,37,183
10153,27527,37,101
10154,27529,37,101
10155,27529,37,183
10156,27530,37,191
10157,27531,37,191
10158,27534,37,191
10159,27536,37,181
10160,27537,37,69
10161,27537,37,181
10162,27537,37,185
10163,27539,37,183
10164,27540,37,37
10165,27540,37,85
10166,27540,37,183
10167,27541,37,33
10168,27541,37,135
10169,27541,37,145
10170,27542,37,101
10171,27542,37,191
10172,27542,37,195
10173,27544,37,69
10174,27544,37,77
10175,27544,37,181
10176,27545,37,183
10177,27546,37,85
10178,27549,37,69
10179,27551,37,185
10180,27553,37,181
10181,27553,37,185
10182,27555,37,101
10183,27556,37,181
10184,27557,37,101
10185,27557,37,127
10186,27557,37,195
10187,27559,37,37
10188,27560,37,63
10189,27560,37,183
10190,27562,37,37
10191,27562,37,183
10192,27563,37,181
10193,27563,37,185
10194,27565,37,77
10195,27565,37,145
10196,27565,37,181
10197,27568,37,101
10198,27569,37,101
10199,27569,37,191
10200,27571,37,183
10201,27572,37,63
10202,27572,37,77
10203,27572,37,135
10204,27572,37,145
10205,27573,37,145
10206,27574,37,145
10207,27576,37,101
10208,27577,37,101
10209,27581,37,77
10210,27582,37,77
10211,27583,37,135
10212,27583,37,145
10213,27587,37,69
10214,27587,37,77
10215,27587,37,183
10216,27589,37,69
10217,27589,37,185
10218,27591,37,101
10219,27591,37,183
10220,27592,37,85
10221,27592,37,101
10222,27592,37,183
10223,27596,37,69
10224,27596,37,77
10225,27596,37,183
10226,27597,37,69
10227,27597,37,101
10228,27597,37,127
10229,27597,37,183
10230,27601,37,183
10231,27603,37,101
10232,27603,37,183
10233,27604,37,183
10234,27605,37,183
10235,27606,37,183
10236,27607,37,183
10237,27608,37,183
10238,27609,37,183
10239,27610,37,183
10240,27612,37,183
10241,27613,37,63
10242,27613,37,183
10243,27614,37,183
10244,27615,37,183
10245,27616,37,183
10246,27617,37,63
10247,27617,37,183
10248,27701,37,63
10249,27703,37,63
10250,27703,37,183
10251,27704,37,63
10252,27705,37,63
10253,27705,37,135
10254,27707,37,63
10255,27707,37,135
10256,27709,37,63
10257,27712,37,63
10258,27713,37,37
10259,27713,37,63
10260,27801,37,65
10261,27803,37,65
10262,27803,37,127
10263,27803,37,195
10264,27804,37,127
10265,27805,37,15
10266,27805,37,91
10267,27806,37,13
10268,27807,37,127
10269,27807,37,195
10270,27808,37,13
10271,27809,37,65
10272,27809,37,127
10273,27810,37,13
10274,27810,37,95
10275,27812,37,65
10276,27812,37,117
10277,27812,37,147
10278,27813,37,195
10279,27814,37,13
10280,27816,37,69
10281,27816,37,127
10282,27817,37,13
10283,27818,37,91
10284,27819,37,65
10285,27820,37,131
10286,27821,37,13
10287,27822,37,65
10288,27822,37,127
10289,27822,37,195
10290,27823,37,83
10291,27824,37,95
10292,27825,37,117
10293,27826,37,95
10294,27826,37,177
10295,27827,37,147
10296,27828,37,79
10297,27828,37,147
10298,27829,37,65
10299,27829,37,147
10300,27829,37,195
10301,27830,37,191
10302,27830,37,195
10303,27831,37,131
10304,27832,37,131
10305,27834,37,13
10306,27834,37,65
10307,27834,37,147
10308,27837,37,13
10309,27837,37,147
10310,27839,37,83
10311,27840,37,117
10312,27841,37,117
10313,27842,37,131
10314,27842,37,185
10315,27843,37,65
10316,27843,37,83
10317,27843,37,117
10318,27844,37,83
10319,27844,37,185
10320,27845,37,131
10321,27846,37,117
10322,27847,37,15
10323,27849,37,15
10324,27850,37,83
10325,27850,37,185
10326,27851,37,195
10327,27852,37,65
10328,27852,37,147
10329,27852,37,195
10330,27853,37,131
10331,27855,37,91
10332,27855,37,131
10333,27856,37,127
10334,27857,37,117
10335,27858,37,147
10336,27860,37,13
10337,27860,37,95
10338,27860,37,187
10339,27861,37,117
10340,27862,37,131
10341,27863,37,79
10342,27863,37,191
10343,27864,37,65
10344,27865,37,13
10345,27866,37,131
10346,27869,37,131
10347,27870,37,83
10348,27871,37,13
10349,27871,37,117
10350,27871,37,147
10351,27872,37,15
10352,27873,37,195
10353,27874,37,83
10354,27875,37,95
10355,27876,37,131
10356,27878,37,65
10357,27878,37,127
10358,27878,37,195
10359,27879,37,147
10360,27880,37,127
10361,27880,37,195
10362,27881,37,65
10363,27882,37,69
10364,27882,37,127
10365,27883,37,79
10366,27883,37,191
10367,27883,37,195
10368,27884,37,147
10369,27885,37,95
10370,27886,37,65
10371,27886,37,147
10372,27888,37,79
10373,27888,37,147
10374,27888,37,195
10375,27889,37,13
10376,27889,37,147
10377,27890,37,83
10378,27891,37,65
10379,27891,37,83
10380,27891,37,127
10381,27892,37,13
10382,27892,37,117
10383,27893,37,195
10384,27896,37,127
10385,27896,37,195
10386,27897,37,91
10387,27897,37,131
10388,27909,37,29
10389,27909,37,139
10390,27910,37,15
10391,27910,37,91
10392,27915,37,55
10393,27916,37,53
10394,27917,37,53
10395,27919,37,41
10396,27919,37,143
10397,27920,37,55
10398,27921,37,29
10399,27922,37,91
10400,27923,37,53
10401,27924,37,15
10402,27924,37,91
10403,27925,37,177
10404,27926,37,73
10405,27927,37,53
10406,27928,37,177
10407,27928,37,187
10408,27929,37,53
10409,27932,37,41
10410,27935,37,73
10411,27936,37,55
10412,27937,37,73
10413,27938,37,73
10414,27939,37,53
10415,27941,37,53
10416,27942,37,91
10417,27943,37,55
10418,27944,37,143
10419,27946,37,41
10420,27946,37,73
10421,27947,37,53
10422,27948,37,55
10423,27949,37,55
10424,27950,37,53
10425,27953,37,55
10426,27954,37,55
10427,27956,37,53
10428,27957,37,15
10429,27958,37,53
10430,27959,37,55
10431,27960,37,95
10432,27962,37,187
10433,27964,37,53
10434,27965,37,53
10435,27966,37,53
10436,27967,37,15
10437,27968,37,55
10438,27970,37,187
10439,27972,37,55
10440,27973,37,29
10441,27973,37,53
10442,27974,37,29
10443,27976,37,29
10444,27978,37,55
10445,27979,37,73
10446,27980,37,41
10447,27980,37,143
10448,27981,37,55
10449,27982,37,55
10450,27983,37,15
10451,27985,37,143
10452,27986,37,91
10453,28001,37,167
10454,28006,37,71
10455,28006,37,109
10456,28007,37,7
10457,28009,37,167
10458,28012,37,71
10459,28016,37,71
10460,28017,37,45
10461,28018,37,161
10462,28019,37,161
10463,28020,37,45
10464,28020,37,161
10465,28021,37,45
10466,28021,37,71
10467,28021,37,109
10468,28023,37,159
10469,28025,37,25
10470,28027,37,25
10471,28031,37,119
10472,28032,37,71
10473,28033,37,71
10474,28033,37,109
10475,28034,37,71
10476,28036,37,25
10477,28036,37,97
10478,28036,37,119
10479,28037,37,35
10480,28037,37,109
10481,28039,37,159
10482,28040,37,45
10483,28040,37,161
10484,28043,37,161
10485,28052,37,71
10486,28054,37,71
10487,28056,37,71
10488,28071,37,25
10489,28071,37,159
10490,28071,37,167
10491,28072,37,159
10492,28073,37,45
10493,28075,37,25
10494,28076,37,161
10495,28077,37,71
10496,28078,37,25
10497,28078,37,119
10498,28079,37,179
10499,28080,37,109
10500,28081,37,25
10501,28081,37,159
10502,28083,37,25
10503,28083,37,159
10504,28086,37,45
10505,28086,37,71
10506,28088,37,159
10507,28089,37,45
10508,28090,37,23
10509,28090,37,35
10510,28090,37,45
10511,28090,37,109
10512,28091,37,7
10513,28092,37,35
10514,28092,37,71
10515,28092,37,109
10516,28097,37,25
10517,28097,37,167
10518,28098,37,71
10519,28101,37,71
10520,28102,37,7
10521,28103,37,7
10522,28103,37,179
10523,28104,37,119
10524,28104,37,179
10525,28105,37,119
10526,28105,37,179
10527,28107,37,25
10528,28107,37,119
10529,28107,37,167
10530,28107,37,179
10531,28108,37,179
10532,28109,37,167
10533,28110,37,179
10534,28112,37,179
10535,28114,37,45
10536,28114,37,161
10537,28115,37,97
10538,28115,37,159
10539,28117,37,97
10540,28119,37,7
10541,28120,37,71
10542,28124,37,25
10543,28124,37,167
10544,28125,37,97
10545,28125,37,159
10546,28127,37,57
10547,28127,37,123
10548,28127,37,167
10549,28128,37,167
10550,28129,37,167
10551,28133,37,7
10552,28133,37,179
10553,28134,37,119
10554,28135,37,7
10555,28137,37,159
10556,28137,37,167
10557,28138,37,25
10558,28138,37,159
10559,28139,37,149
10560,28139,37,161
10561,28144,37,159
10562,28146,37,159
10563,28147,37,159
10564,28150,37,45
10565,28150,37,161
10566,28152,37,45
10567,28159,37,159
10568,28160,37,161
10569,28163,37,167
10570,28164,37,71
10571,28164,37,109
10572,28166,37,97
10573,28167,37,111
10574,28167,37,161
10575,28168,37,35
10576,28168,37,109
10577,28169,37,45
10578,28170,37,7
10579,28173,37,179
10580,28174,37,179
10581,28202,37,119
10582,28203,37,119
10583,28204,37,119
10584,28205,37,119
10585,28206,37,119
10586,28207,37,119
10587,28208,37,119
10588,28209,37,119
10589,28210,37,119
10590,28211,37,119
10591,28212,37,119
10592,28213,37,25
10593,28213,37,119
10594,28214,37,119
10595,28215,37,25
10596,28215,37,119
10597,28216,37,119
10598,28217,37,119
10599,28226,37,119
10600,28227,37,119
10601,28227,37,179
10602,28244,37,119
10603,28262,37,25
10604,28262,37,119
10605,28269,37,25
10606,28269,37,119
10607,28270,37,119
10608,28273,37,119
10609,28277,37,119
10610,28278,37,119
10611,28280,37,119
10612,28282,37,119
10613,28301,37,51
10614,28303,37,51
10615,28304,37,51
10616,28304,37,93
10617,28305,37,51
10618,28306,37,17
10619,28306,37,51
10620,28306,37,93
10621,28307,37,51
10622,28308,37,51
10623,28310,37,51
10624,28311,37,51
10625,28312,37,17
10626,28312,37,51
10627,28314,37,51
10628,28315,37,93
10629,28315,37,125
10630,28318,37,51
10631,28318,37,163
10632,28320,37,17
10633,28320,37,47
10634,28323,37,85
10635,28325,37,61
10636,28326,37,85
10637,28326,37,105
10638,28326,37,125
10639,28327,37,125
10640,28328,37,163
10641,28330,37,153
10642,28332,37,17
10643,28333,37,191
10644,28334,37,51
10645,28334,37,85
10646,28334,37,101
10647,28334,37,163
10648,28337,37,17
10649,28338,37,153
10650,28339,37,85
10651,28340,37,155
10652,28341,37,61
10653,28341,37,163
10654,28342,37,51
10655,28343,37,165
10656,28344,37,51
10657,28344,37,163
10658,28345,37,153
10659,28345,37,165
10660,28347,37,125
10661,28347,37,153
10662,28348,37,51
10663,28349,37,61
10664,28350,37,125
10665,28351,37,165
10666,28352,37,165
10667,28356,37,51
10668,28356,37,85
10669,28357,37,93
10670,28357,37,155
10671,28358,37,155
10672,28360,37,155
10673,28363,37,153
10674,28363,37,165
10675,28364,37,93
10676,28364,37,155
10677,28364,37,165
10678,28365,37,61
10679,28365,37,163
10680,28365,37,191
10681,28366,37,101
10682,28366,37,163
10683,28367,37,153
10684,28369,37,155
10685,28371,37,51
10686,28371,37,93
10687,28371,37,155
10688,28372,37,155
10689,28373,37,125
10690,28374,37,125
10691,28375,37,155
10692,28376,37,93
10693,28377,37,93
10694,28377,37,155
10695,28379,37,153
10696,28382,37,51
10697,28382,37,163
10698,28383,37,155
10699,28384,37,17
10700,28384,37,51
10701,28384,37,155
10702,28385,37,163
10703,28386,37,93
10704,28386,37,155
10705,28387,37,125
10706,28390,37,51
10707,28390,37,85
10708,28391,37,51
10709,28392,37,17
10710,28393,37,61
10711,28393,37,163
10712,28394,37,125
10713,28395,37,51
10714,28396,37,165
10715,28398,37,61
10716,28399,37,17
10717,28401,37,129
10718,28403,37,129
10719,28405,37,129
10720,28409,37,129
10721,28411,37,129
10722,28411,37,141
10723,28412,37,129
10724,28420,37,19
10725,28421,37,141
10726,28422,37,19
10727,28423,37,17
10728,28423,37,47
10729,28424,37,47
10730,28425,37,141
10731,28428,37,129
10732,28429,37,129
10733,28430,37,47
10734,28431,37,47
10735,28432,37,47
10736,28433,37,17
10737,28433,37,47
10738,28434,37,17
10739,28435,37,141
10740,28436,37,19
10741,28436,37,47
10742,28438,37,17
10743,28438,37,47
10744,28439,37,47
10745,28441,37,17
10746,28441,37,163
10747,28442,37,47
10748,28443,37,141
10749,28444,37,17
10750,28444,37,61
10751,28444,37,163
10752,28445,37,133
10753,28445,37,141
10754,28447,37,17
10755,28447,37,141
10756,28447,37,163
10757,28448,37,17
10758,28448,37,141
10759,28449,37,129
10760,28450,37,47
10761,28451,37,19
10762,28452,37,19
10763,28453,37,61
10764,28453,37,163
10765,28454,37,133
10766,28454,37,141
10767,28455,37,47
10768,28456,37,17
10769,28456,37,19
10770,28456,37,47
10771,28457,37,141
10772,28458,37,61
10773,28458,37,163
10774,28460,37,133
10775,28461,37,19
10776,28462,37,19
10777,28463,37,47
10778,28464,37,61
10779,28465,37,19
10780,28466,37,61
10781,28466,37,141
10782,28467,37,19
10783,28468,37,19
10784,28469,37,19
10785,28470,37,19
10786,28472,37,47
10787,28478,37,61
10788,28478,37,141
10789,28478,37,163
10790,28479,37,19
10791,28480,37,129
10792,28501,37,103
10793,28501,37,107
10794,28504,37,103
10795,28504,37,107
10796,28508,37,61
10797,28510,37,137
10798,28511,37,31
10799,28512,37,31
10800,28513,37,79
10801,28513,37,147
10802,28515,37,137
10803,28516,37,31
10804,28518,37,61
10805,28518,37,133
10806,28519,37,49
10807,28520,37,31
10808,28521,37,61
10809,28521,37,133
10810,28523,37,49
10811,28524,37,31
10812,28525,37,61
10813,28525,37,107
10814,28526,37,49
10815,28526,37,103
10816,28526,37,107
10817,28527,37,49
10818,28528,37,31
10819,28529,37,137
10820,28530,37,49
10821,28530,37,79
10822,28530,37,107
10823,28530,37,147
10824,28531,37,31
10825,28532,37,49
10826,28533,37,49
10827,28537,37,137
10828,28538,37,79
10829,28538,37,107
10830,28539,37,133
10831,28540,37,133
10832,28543,37,133
10833,28544,37,133
10834,28546,37,133
10835,28547,37,133
10836,28551,37,79
10837,28551,37,107
10838,28551,37,191
10839,28552,37,137
10840,28553,37,31
10841,28554,37,79
10842,28555,37,103
10843,28555,37,133
10844,28556,37,137
10845,28557,37,31
10846,28560,37,49
10847,28560,37,137
10848,28562,37,49
10849,28562,37,103
10850,28570,37,31
10851,28571,37,137
10852,28572,37,61
10853,28572,37,103
10854,28572,37,107
10855,28572,37,133
10856,28573,37,49
10857,28573,37,103
10858,28574,37,61
10859,28574,37,103
10860,28574,37,133
10861,28575,37,31
10862,28577,37,31
10863,28578,37,61
10864,28578,37,107
10865,28578,37,191
10866,28579,37,31
10867,28580,37,79
10868,28580,37,107
10869,28581,37,31
10870,28582,37,31
10871,28582,37,133
10872,28583,37,137
10873,28584,37,31
10874,28584,37,133
10875,28585,37,103
10876,28586,37,13
10877,28586,37,49
10878,28586,37,147
10879,28587,37,137
10880,28589,37,31
10881,28590,37,147
10882,28594,37,31
10883,28601,37,3
10884,28601,37,23
10885,28601,37,27
10886,28601,37,35
10887,28602,37,23
10888,28602,37,35
10889,28604,37,11
10890,28604,37,189
10891,28605,37,11
10892,28605,37,27
10893,28605,37,189
10894,28606,37,27
10895,28606,37,193
10896,28607,37,189
10897,28609,37,35
10898,28610,37,35
10899,28611,37,11
10900,28611,37,27
10901,28612,37,23
10902,28612,37,35
10903,28613,37,35
10904,28615,37,9
10905,28616,37,11
