STATE|STATEFP|AIANNHCE|AIANNHNS|AIANNHNAME
NM|35|3480|01934345|Santa Ana Pueblo
NM|35|3495|00937196|Santa Clara Pueblo
NM|35|3585|00937201|Santo Domingo Pueblo
NM|35|4140|01934342|Taos Pueblo
NM|35|4170|00937203|Tesuque Pueblo
NM|35|4470|00169579|Ute Mountain Reservation
NM|35|4770|01934347|Zia Pueblo
NM|35|4785|01934346|Zuni Reservation
NM|35|4930|02419124|San Felipe Pueblo/Santa Ana Pueblo joint-use area
NM|35|4940|02419125|San Felipe Pueblo/Santo Domingo Pueblo joint-use area
NY|36|0080|00978667|Allegany Reservation
NY|36|0540|00978804|Cattaraugus Reservation
NY|36|2535|00959239|Oil Springs Reservation
NY|36|2555|02419043|Oneida Nation Reservation
NY|36|2570|00979312|Onondaga Nation Reservation
NY|36|3320|00979449|St. Regis Mohawk Reservation
NY|36|4225|00979554|Tonawanda Reservation
NY|36|4360|00979564|Tuscarora Nation Reservation
NY|36|8100|02418802|Cayuga Nation TDSA
NY|36|9300|00979384|Poospatuck Reservation
NY|36|9370|00979494|Shinnecock Reservation
NC|37|0990|01018039|Eastern Cherokee Reservation
NC|37|9635|02418841|Coharie SDTSA
NC|37|9745|02418608|Haliwa-Saponi SDTSA
NC|37|9815|02418691|Lumbee SDTSA
NC|37|9825|02418704|Meherrin SDTSA
NC|37|9838|02564991|Occaneechi-Saponi SDTSA
NC|37|9865|02418630|Sappony SDTSA
NC|37|9970|02419280|Waccamaw Siouan SDTSA
ND|38|1160|01934325|Fort Berthold Reservation
ND|38|1860|01934336|Lake Traverse Reservation
ND|38|3935|01934326|Spirit Lake Reservation
ND|38|3970|01934335|Standing Rock Reservation
ND|38|4345|01934334|Turtle Mountain Reservation
OK|40|2595|01100113|Osage Reservation
OK|40|5540|01925075|Caddo-Wichita-Delaware OTSA
OK|40|5550|02418810|Cherokee OTSA
OK|40|5560|02418814|Cheyenne and Arapaho OTSA
OK|40|5580|02418818|Chickasaw OTSA
OK|40|5590|02418833|Choctaw OTSA
OK|40|5600|01925074|Citizen Potawatomi Nation-Absentee Shawnee OTSA
OK|40|5620|01925077|Creek OTSA
OK|40|5640|02418563|Eastern Shawnee OTSA
OK|40|5670|01925066|Iowa OTSA
OK|40|5690|01925070|Kaw OTSA
OK|40|5700|02418651|Kickapoo OTSA
OK|40|5720|02418654|Kiowa-Comanche-Apache-Fort Sill Apache OTSA
OK|40|5730|02418711|Miami OTSA
OK|40|5740|02418715|Modoc OTSA
OK|40|5760|01925068|Otoe-Missouria OTSA
OK|40|5770|02419159|Ottawa OTSA
OK|40|5780|01925076|Pawnee OTSA
OK|40|5795|02419165|Peoria OTSA
OK|40|5800|02419180|Ponca OTSA
OK|40|5810|02419193|Quapaw OTSA
OK|40|5820|01925067|Sac and Fox OTSA
OK|40|5830|01925073|Seminole OTSA
OK|40|5835|02419214|Seneca-Cayuga OTSA
OK|40|5860|01925069|Tonkawa OTSA
OK|40|5890|02419290|Wyandotte OTSA
OK|40|5915|01925072|Creek/Seminole joint-use OTSA
OK|40|5950|02418647|Kaw/Ponca joint-use OTSA
OK|40|5955|02418655|Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
OK|40|5970|02418712|Miami/Peoria joint-use OTSA
OR|41|0400|01118340|Burns Paiute Indian Colony
OR|41|0560|02419333|Celilo Village
OR|41|0770|02418879|Coos, Lower Umpqua, and Siuslaw Reservation
OR|41|0775|02418881|Coquille Reservation
OR|41|0815|02418898|Cow Creek Reservation
OR|41|1210|00859740|Fort McDermitt Indian Reservation
OR|41|1365|02418950|Grand Ronde Community
OR|41|1785|02418990|Klamath Reservation
OR|41|3795|01155124|Siletz Reservation
OR|41|4405|01159100|Umatilla Reservation
OR|41|4545|01133438|Warm Springs Reservation
RI|44|2415|02030138|Narragansett Reservation
SC|45|0525|01233634|Catawba Reservation
SC|45|9525|02564992|Beaver Creek SDTSA
SC|45|9690|02813269|Edisto Natchez Kusso SDTSA
SC|45|9844|02564993|Pee Dee SDTSA
SC|45|9875|02564994|Santee SDTSA
SC|45|9963|02564995|Upper South Carolina Pee Dee SDTSA
SC|45|9967|02564996|Waccamaw SDTSA
SC|45|9975|02584541|Wassamasaw SDTSA
SD|46|0605|01267254|Cheyenne River Reservation
SD|46|0855|01267067|Crow Creek Reservation
SD|46|1100|01934365|Flandreau Reservation
SD|46|1860|01934336|Lake Traverse Reservation
SD|46|2030|01267015|Lower Brule Reservation
SD|46|2490|01637567|Northern Cheyenne Indian Reservation
SD|46|2810|01263144|Pine Ridge Reservation
SD|46|3235|01266248|Rosebud Indian Reservation
SD|46|3680|00649741|Shakopee Mdewakanton Sioux Community
SD|46|3970|01934335|Standing Rock Reservation
SD|46|4345|01934334|Turtle Mountain Reservation
SD|46|4700|01891160|Yankton Reservation
TN|47|2300|00685014|Mississippi Choctaw Reservation
TX|48|0050|01350923|Alabama-Coushatta Reservation
TX|48|1775|02418986|Kickapoo (TX) Reservation
TX|48|4755|02419529|Ysleta del Sur Pueblo
UT|49|1340|01455300|Goshute Reservation
UT|49|2430|00041148|Navajo Nation Reservation
UT|49|2505|01455571|Northwestern Shoshone Reservation
UT|49|2625|01436088|Paiute (UT) Reservation
UT|49|3840|01445643|Skull Valley Reservation
UT|49|4390|01448012|Uintah and Ouray Reservation
UT|49|4470|00169579|Ute Mountain Reservation
VA|51|8150|02418815|Chickahominy TDSA
VA|51|8160|02418562|Eastern Chickahominy TDSA
VA|51|8700|02813263|Rappahannock TDSA
VA|51|9230|01470191|Mattaponi Reservation
VA|51|9260|01472036|Pamunkey Reservation
WA|53|0575|01503930|Chehalis Reservation
WA|53|0760|01529464|Colville Reservation
WA|53|0820|02772245|Cowlitz Reservation
WA|53|1460|01505548|Hoh Indian Reservation
WA|53|1655|02418978|Jamestown S'Klallam Reservation
WA|53|1735|01528426|Kalispel Reservation
WA|53|2040|01528424|Lower Elwha Reservation
WA|53|2070|01511578|Lummi Reservation
WA|53|2085|01511577|Makah Indian Reservation
WA|53|2375|01533394|Muckleshoot Reservation
WA|53|2460|01528422|Nisqually Reservation
WA|53|2475|02419035|Nooksack Reservation
WA|53|2910|01507567|Port Gamble Reservation
WA|53|2925|01507571|Port Madison Reservation
WA|53|3000|01514929|Puyallup Reservation
WA|53|3030|01511646|Quileute Reservation
WA|53|3040|01531838|Quinault Reservation
WA|53|3625|02419131|Sauk-Suiattle Reservation
WA|53|3780|01508317|Shoalwater Bay Indian Reservation
WA|53|3825|01525866|Skokomish Reservation
WA|53|3860|02419473|Snoqualmie Reservation
WA|53|3940|01511576|Spokane Reservation
WA|53|3955|01508671|Squaxin Island Reservation
WA|53|4000|02419481|Stillaguamish Reservation
WA|53|4075|01528418|Swinomish Reservation
WA|53|4290|01511575|Tulalip Reservation
WA|53|4405|01159100|Umatilla Reservation
WA|53|4455|02419510|Upper Skagit Reservation
WA|53|4690|01502906|Yakama Nation Reservation
WA|53|8750|02419206|Samish TDSA
WI|55|0140|01577209|Bad River Reservation
WI|55|1125|00654521|Fond du Lac Reservation
WI|55|1135|02418936|Forest County Potawatomi Community
WI|55|1450|02418963|Ho-Chunk Nation Reservation
WI|55|1815|01577192|Lac Courte Oreilles Reservation
WI|55|1825|01580845|Lac du Flambeau Reservation
WI|55|2175|01831784|Menominee Reservation
WI|55|2560|01577191|Oneida (WI) Reservation
WI|55|3085|01577204|Red Cliff Reservation
WI|55|3305|01843172|St. Croix Reservation
WI|55|3885|01577206|Sokaogon Chippewa Community
WI|55|4015|01577203|Stockbridge Munsee Community
WY|56|4610|01597068|Wind River Reservation
